365,537,994,387,843,183,925,544,736,534;479,387,712,182,678,680,617,147,17,966
261,2,618,138,42,454,42,238,390,607;70,981,315,744,684,63,630,659,361,658
755,413,767,479,995,126,530,762,327,481;762,418,701,744,783,386,709,193,169,101
141,250,791,699,555,497,269,653,294,388;8,861,552,908,279,961,103,913,224,701
201,875,978,414,876,923,669,651,198,809;193,318,68,730,122,312,242,525,187,591
908,859,640,465,634,914,980,328,798,147;634,458,560,528,159,233,921,677,711,730
213,342,522,479,281,80,685,252,704,763;10,377,617,166,178,493,139,52,883,865
797,491,994,384,764,150,970,650,626,231;302,46,731,451,96,278,309,524,677,167
530,753,861,201,464,300,737,616,714,274;612,400,264,688,948,649,188,846,420,800
7,202,357,174,182,670,235,127,155,350;683,133,638,416,360,235,672,98,170,711
901,526,406,601,970,635,870,94,826,557;669,293,513,129,752,556,416,156,853,209
739,934,320,370,676,73,747,804,173,917;173,997,607,562,176,622,87,633,84,576
174,317,19,760,988,288,233,4,508,358;884,583,278,245,617,565,236,333,931,697
673,170,436,780,751,267,849,228,799,438;846,466,245,440,240,910,122,829,112,443
337,792,206,682,189,817,873,984,69,495;998,741,260,226,327,1000,12,504,684,794
719,96,747,303,163,201,179,709,286,300;207,290,91,821,101,896,303,866,516,885
433,431,771,348,790,481,908,677,889,915;942,890,326,506,433,283,874,707,763,512
533,558,552,20,909,283,334,701,421,235;721,789,389,418,408,399,182,959,141,363
729,299,614,640,523,760,160,968,628,648;121,665,259,112,289,127,537,466,592,770
57,985,44,741,561,399,705,296,279,100;771,357,620,567,269,526,142,339,67,576
418,836,525,99,789,502,176,485,889,13;926,252,490,350,431,452,303,913,803,919
339,994,758,461,497,8,77,931,604,897;230,471,905,403,723,267,801,264,274,559
188,890,654,195,861,269,478,471,194,768;5,792,258,551,191,925,230,103,339,296
749,485,497,672,666,778,745,971,102,981;246,133,132,781,886,360,888,738,29,938
816,321,750,634,741,321,489,821,776,575;88,888,878,66,849,25,809,113,116,207
889,270,453,860,418,800,117,23,759,734;603,207,767,415,410,915,634,723,103,497
227,949,904,47,898,532,591,484,785,156;520,75,564,343,412,236,223,208,363,772
757,207,280,353,654,88,364,73,276,547;178,175,481,948,258,48,92,34,21,820
184,876,827,105,933,448,11,601,215,758;702,294,911,65,513,809,455,84,248,382
275,578,114,8,545,77,99,604,268,518;411,525,485,2,537,282,150,283,481,464
815,641,336,431,779,183,196,107,552,984;531,400,921,392,442,645,912,965,304,754
84,558,184,870,163,557,589,533,346,171;912,707,801,311,689,447,358,350,778,590
697,607,525,195,825,928,7,655,297,930;577,198,25,520,442,317,270,127,444,79
227,416,119,939,614,806,333,314,839,552;642,973,918,527,597,672,716,696,702,852
829,900,524,576,241,849,928,949,634,761;823,737,338,344,586,605,54,775,770,206
954,950,747,785,511,552,936,827,891,807;796,769,816,347,654,513,10,684,462,62
691,451,131,482,386,157,93,57,865,7;654,390,330,389,806,810,13,493,617,226
441,267,435,29,30,945,857,863,423,547;635,504,847,749,574,51,709,93,552,927
649,887,418,704,490,665,51,159,746,33;804,474,903,895,210,637,672,272,855,30
658,199,300,163,547,953,292,259,400,959;158,425,355,939,874,872,810,858,820,753
123,584,237,103,285,489,918,427,874,429;818,86,726,320,424,86,383,448,762,635
282,172,97,818,336,106,662,505,697,523;728,272,22,610,945,246,301,64,775,179
535,435,953,580,196,904,544,907,266,138;377,653,562,755,955,535,67,126,794,815
634,740,804,825,953,318,346,668,702,929;581,683,712,354,817,445,208,496,434,747
634,881,976,943,848,269,407,624,989,685;273,77,508,805,792,914,984,1000,790,468
600,661,505,323,557,287,974,894,542,249;679,176,900,138,515,450,381,311,278,867
141,527,884,340,805,295,207,131,314,119;188,779,748,558,557,400,787,467,761,992
157,564,469,142,904,925,678,54,818,118;33,514,569,190,474,604,319,594,631,590
607,352,914,867,700,795,626,373,169,774;302,488,406,167,847,684,102,284,75,373
290,491,991,404,325,455,622,524,431,325;695,34,484,103,233,686,379,157,725,230
739,160,335,540,597,839,915,861,948,841;457,639,806,327,3,895,936,207,118,914
305,379,943,463,299,260,144,369,521,79;984,571,164,945,37,33,844,371,673,808
742,710,368,726,595,219,393,408,61,176;974,808,818,658,54,235,94,111,102,249
793,210,208,949,561,427,340,769,172,8;114,750,186,175,536,380,226,284,26,606
51,48,209,203,273,206,670,338,242,701;532,951,936,993,486,848,137,108,616,575
175,991,587,436,344,888,840,996,642,726;761,89,305,476,885,212,150,870,445,416
508,92,755,872,269,570,493,724,911,936;979,261,391,87,263,468,456,285,319,487
612,442,742,195,254,165,750,356,570,805;757,640,885,718,429,552,846,402,385,648
248,298,726,203,783,96,881,375,670,925;400,147,914,431,382,175,580,239,94,541
805,195,208,672,95,203,724,432,394,91;94,214,655,259,160,91,203,582,442,102
709,210,692,908,882,962,506,208,160,727;155,576,216,508,883,86,520,604,973,402
164,574,846,710,569,37,772,551,225,401;769,399,603,116,628,686,841,660,748,181
150,908,495,550,787,921,837,275,632,804;477,439,632,216,432,428,930,979,936,960
109,456,916,307,14,818,861,833,491,720;571,116,786,20,606,323,312,170,444,591
74,360,437,15,368,279,921,367,233,959;595,359,944,365,221,994,530,470,859,839
540,180,693,233,249,48,528,51,913,294;107,660,310,888,619,917,332,735,998,512
25,244,605,672,574,591,39,270,289,490;663,93,740,1000,866,809,332,671,7,568
361,620,32,194,949,666,654,292,578,13;407,594,278,840,685,247,334,788,237,312
172,394,713,902,928,213,114,921,323,859;328,471,902,568,211,837,521,216,656,474
268,769,122,910,833,42,347,15,993,7;452,760,738,148,995,246,268,988,237,528
283,802,572,292,504,594,983,626,816,347;581,641,951,256,906,706,386,795,111,378
917,441,799,529,300,766,659,840,616,539;843,388,140,770,529,900,241,359,487,348
901,437,469,251,621,908,25,150,761,828;70,287,59,514,175,468,18,232,74,880
817,183,14,113,179,390,569,254,754,17;318,517,96,544,435,993,618,796,817,963
422,750,489,179,451,210,231,781,32,293;964,498,982,12,318,164,413,403,982,930
840,59,445,212,16,788,177,848,126,445;209,898,924,707,211,143,948,451,524,164
745,921,943,6,319,79,540,713,234,429;241,534,934,618,409,351,798,413,94,601
982,390,668,552,627,505,810,369,811,483;578,450,387,536,888,217,297,437,384,592
997,494,147,161,596,187,822,707,770,593;530,975,139,500,861,532,595,650,550,790
384,315,290,478,908,813,874,216,870,255;768,869,391,313,885,734,193,586,31,740
965,569,463,398,540,6,855,694,642,188;622,896,482,482,706,168,610,625,252,373
716,853,320,478,95,712,69,291,753,262;987,126,994,936,756,441,312,964,718,801
267,792,880,504,326,93,413,870,321,420;211,814,297,167,209,282,361,925,299,847
213,917,185,306,195,836,280,116,909,466;25,144,487,405,652,847,133,59,612,167
86,934,97,11,765,612,26,708,458,424;654,478,472,956,99,140,660,945,493,831
420,936,762,795,51,878,605,33,134,79;551,718,239,26,285,519,597,729,437,279
879,239,872,10,287,172,160,188,587,484;118,568,558,513,411,101,12,440,794,858
203,533,838,768,256,630,323,797,246,772;764,6,497,701,925,667,611,693,12,329
943,133,325,206,858,910,275,76,982,460;850,700,587,737,426,140,423,980,879,927
664,562,975,835,692,386,863,954,644,411;735,665,776,28,639,66,688,924,406,485
494,548,83,256,785,520,34,233,648,690;116,534,446,16,916,756,763,340,806,216
384,8,356,307,937,577,148,921,715,159;526,116,541,102,682,863,659,681,551,603
772,707,998,149,110,13,450,483,599,176;389,755,387,922,624,208,156,217,215,910
68,769,648,168,525,309,783,16,842,745;554,205,541,83,829,513,484,207,75,755
816,876,867,335,298,735,846,669,697,458;997,162,293,325,627,989,625,543,954,298
779,767,41,339,292,121,521,609,711,496;182,401,674,525,531,502,13,290,526,348
886,943,714,965,394,86,481,128,737,270;690,13,548,781,715,519,701,544,827,310
940,856,133,580,193,159,647,219,796,116;3,433,371,318,12,179,577,958,862,140
940,448,521,476,849,347,213,438,337,908;398,46,319,140,837,296,275,657,60,799
771,38,395,927,768,408,86,35,652,106;410,111,468,182,966,528,843,977,348,506
706,578,539,979,185,179,836,239,487,37;666,949,680,773,712,604,761,865,988,298
652,502,263,658,956,600,786,364,154,967;621,34,421,202,422,298,371,144,814,697
851,243,6,594,677,184,268,506,697,359;270,31,632,472,582,625,819,12,387,759
145,937,911,937,788,149,382,868,41,335;846,131,110,973,808,454,98,336,44,125
366,456,417,850,204,487,15,741,654,533;431,781,75,616,389,947,713,134,9,607
454,935,16,850,952,682,35,27,22,136;534,485,544,734,279,496,963,374,424,25
581,503,687,310,459,703,841,41,157,808;124,720,376,957,2,472,549,731,371,971
766,851,223,487,851,938,114,727,64,963;133,333,518,157,28,597,597,131,621,973
255,269,25,755,808,1000,446,944,112,868;432,902,526,794,123,954,82,256,941,766
183,735,24,546,370,535,986,997,582,439;27,181,54,263,210,443,743,472,565,102
849,101,970,318,415,631,882,418,103,484;269,458,958,358,44,939,423,909,112,114
35,710,604,396,376,815,108,873,188,535;608,738,687,125,20,887,830,675,81,120
607,676,991,608,956,345,333,403,276,674;240,616,81,904,655,874,907,242,200,363
498,891,164,608,157,67,92,977,976,101;332,466,195,844,444,908,537,833,790,844
103,607,660,133,794,2,799,969,710,995;552,605,949,532,933,661,581,181,721,608
860,667,311,275,154,267,57,639,356,439;989,600,247,667,175,128,799,129,693,261
832,229,387,538,366,64,986,871,4,197;978,447,300,522,46,417,479,315,709,919
121,895,49,182,513,597,281,772,19,311;622,102,450,896,396,187,972,302,145,766
499,831,857,88,193,940,341,50,244,794;47,822,276,944,123,919,327,881,77,895
567,226,45,222,717,14,743,524,727,946;924,46,627,368,821,188,725,251,938,177
192,434,613,296,507,131,905,788,917,381;225,734,722,914,844,761,450,532,101,54
194,364,642,465,103,127,119,895,508,939;990,952,363,351,485,478,857,429,346,514
414,79,710,763,899,767,609,760,41,590;512,667,31,97,565,822,512,359,520,526
250,388,842,305,347,962,601,453,404,398;116,203,330,286,228,809,914,475,606,5
851,598,752,477,769,705,976,556,667,500;974,642,194,793,409,36,945,294,169,308
188,284,361,371,389,609,717,88,307,300;546,779,995,432,227,11,568,850,260,941
964,683,63,490,85,20,947,130,451,952;210,488,1,27,585,338,977,951,866,649
935,132,484,619,757,382,569,728,505,31;348,863,450,971,352,751,850,685,376,680
327,867,140,237,233,701,385,376,606,381;177,38,342,559,523,372,956,378,687,185
595,750,218,315,165,931,286,417,707,441;321,997,969,520,705,159,519,26,261,340
968,855,672,128,643,58,968,131,902,258;985,782,538,406,11,421,881,332,787,642
303,333,730,746,366,836,231,119,186,609;513,471,964,353,176,565,953,696,354,336
603,987,15,637,502,461,484,423,789,958;267,168,794,957,763,465,487,783,235,523
388,956,476,482,199,737,469,5,28,573;843,454,529,212,650,500,513,226,20,862
219,8,217,965,528,374,556,521,724,985;744,204,850,719,257,797,205,134,27,212
228,219,617,99,682,434,699,802,870,619;711,444,303,821,758,659,605,146,14,62
262,254,914,397,61,986,162,819,163,317;553,859,317,847,110,605,838,144,291,839
964,242,248,266,567,198,667,347,230,960;407,149,348,413,175,589,52,775,640,785
681,974,18,346,859,771,504,981,239,476;388,877,47,580,852,133,245,888,741,368
423,767,730,309,764,291,650,333,947,939;997,587,895,934,170,110,332,141,436,932
665,516,107,500,482,837,430,442,568,169;181,674,409,281,610,608,522,774,261,115
427,195,679,634,884,310,731,844,533,460;642,976,926,506,573,377,80,144,948,640
157,216,112,735,205,34,394,562,720,93;212,148,716,808,766,686,213,938,486,955
162,325,952,867,956,926,88,363,787,398;189,499,730,759,358,50,820,193,113,111
42,587,864,455,809,548,629,457,804,257;79,596,267,818,819,780,673,833,315,65
376,779,585,855,424,602,385,968,782,520;846,623,241,464,260,85,521,474,337,551
178,791,36,205,804,176,782,251,924,41;601,48,746,680,516,26,286,161,134,950
647,994,545,13,212,341,903,721,135,410;779,118,801,210,91,287,529,843,613,422
506,119,594,485,788,199,497,72,427,177;385,350,717,886,557,775,106,371,249,987
310,11,716,856,869,63,883,792,135,57;510,528,658,89,698,488,206,272,905,703
467,678,806,760,974,783,794,507,637,265;421,79,224,389,503,425,198,114,69,147
567,683,932,742,179,226,34,2,442,168;997,823,131,347,876,714,725,421,777,997
241,236,89,269,601,707,36,623,68,6;319,107,188,982,530,547,573,186,899,490
251,934,483,917,244,624,676,109,202,918;717,274,885,973,510,590,957,506,712,802
133,795,264,104,833,443,603,666,603,976;354,169,563,706,426,280,863,690,821,460
980,964,916,26,63,490,609,687,941,818;8,139,834,37,414,298,375,548,211,471
410,64,917,418,351,529,767,933,32,142;43,942,960,355,912,620,331,639,607,197
795,902,617,834,532,222,982,287,184,447;19,508,995,171,398,187,159,856,21,994
597,409,353,168,561,103,424,780,335,677;334,421,7,602,222,548,213,500,768,27
877,120,833,121,259,800,950,904,543,295;20,775,273,492,76,662,982,118,558,838
59,922,741,453,103,96,352,520,630,216;533,487,905,77,241,257,398,871,338,906
400,37,664,665,730,617,459,345,640,196;233,734,722,984,517,981,714,766,334,521
839,508,39,25,841,725,702,802,137,518;773,205,423,762,506,505,420,294,859,780
808,115,749,500,588,797,565,224,42,671;418,689,467,953,302,591,368,179,60,28
831,315,925,857,685,703,657,272,841,271;9,122,941,344,698,455,85,749,512,918
795,234,990,23,645,139,733,369,390,269;33,871,369,744,472,230,992,540,654,517
59,404,841,50,951,782,84,228,92,553;179,907,956,968,311,422,791,742,498,486
925,420,254,431,19,614,498,59,283,477;84,918,844,718,891,462,317,759,938,711
200,770,451,320,251,53,417,954,27,85;164,685,640,583,298,843,582,176,689,191
777,684,628,683,123,201,405,89,203,204;934,737,43,467,711,728,560,851,641,316
484,58,401,427,520,51,652,948,460,160;309,53,888,256,176,155,230,257,158,704
871,419,391,22,258,477,871,137,800,877;884,273,774,322,961,39,904,373,924,879
808,59,126,784,67,242,508,399,472,939;765,613,837,637,740,17,272,709,392,401
746,812,614,671,936,268,417,482,780,601;544,600,42,125,514,312,744,813,114,891
406,566,557,779,481,402,729,594,817,23;392,745,379,881,961,991,192,660,793,754
422,843,520,947,396,354,810,866,24,258;758,581,97,249,77,380,260,94,386,660
511,452,210,715,136,999,193,585,857,7;125,334,37,956,78,4,437,53,773,475
860,493,966,682,101,521,758,665,94,624;872,657,561,165,310,216,274,877,569,599
543,675,300,531,919,647,947,596,26,417;311,591,485,140,807,287,68,54,22,805
692,465,736,162,603,490,226,190,691,148;591,727,190,930,948,407,975,914,38,291
844,27,920,945,23,305,943,177,352,29;244,233,507,363,12,561,954,677,661,936
719,416,267,78,28,724,98,402,960,711;794,635,511,56,905,196,486,221,571,271
84,613,592,126,675,620,807,865,221,559;790,820,588,461,158,636,466,875,852,664
142,794,282,591,687,948,39,154,317,488;787,288,922,981,264,187,335,392,248,863
682,82,645,369,228,636,599,944,224,449;11,286,961,248,656,350,879,169,442,560
218,272,320,190,489,100,889,667,697,744;859,643,603,740,43,289,358,260,798,218
453,245,768,138,497,441,19,255,399,149;800,662,470,302,473,999,514,658,97,678
67,838,612,499,485,384,304,612,16,796;319,534,357,804,874,156,302,49,646,703
85,435,918,243,583,630,848,973,199,759;187,569,452,61,26,653,119,368,559,113
498,641,720,704,303,867,276,85,632,559;750,970,16,836,655,505,817,14,40,859
408,433,732,790,613,864,834,888,630,796;373,737,210,36,511,809,706,643,730,818
97,856,766,993,729,744,404,245,349,244;894,939,625,984,351,236,608,108,104,311
261,240,548,401,11,634,959,641,252,482;822,34,400,481,66,646,913,31,426,162
437,739,477,81,29,983,444,137,18,907;155,412,591,936,671,746,401,982,90,347
572,805,654,146,898,325,769,311,346,153;287,10,189,185,264,190,445,540,76,150
739,588,856,228,141,186,800,9,504,480;438,956,29,10,193,670,862,485,106,392
455,814,425,779,511,695,909,585,91,519;722,624,764,309,550,946,391,83,66,416
665,13,370,170,201,379,445,173,772,12;691,579,87,338,370,81,223,582,137,873
826,344,779,803,676,240,270,292,345,295;945,101,499,220,700,815,120,96,763,982
106,646,321,103,695,38,769,317,821,614;503,716,652,526,340,455,591,668,218,740
891,944,203,997,87,281,727,585,37,172;818,856,302,25,557,460,211,987,954,720
938,102,119,569,842,596,749,896,779,235;475,848,955,631,556,421,714,871,162,232
939,399,627,781,925,276,180,473,537,695;998,58,183,322,52,387,758,204,401,845
334,466,295,829,256,852,900,705,785,970;41,741,148,82,922,700,404,619,544,901
470,465,548,623,942,764,473,466,353,798;370,13,811,141,726,965,668,712,420,961
449,145,181,648,65,364,422,546,857,844;328,98,39,231,146,99,197,75,295,236
419,779,41,798,399,637,824,727,467,527;125,43,712,184,360,136,464,536,802,425
628,172,804,353,477,109,406,563,479,364;305,392,587,368,405,663,777,540,725,718
496,82,574,212,568,177,539,892,951,255;927,426,825,613,773,21,390,989,705,594
653,928,599,128,562,810,477,943,262,902;967,207,838,898,191,873,705,382,312,412
823,30,631,283,932,58,607,785,605,133;5,403,935,101,496,687,925,130,262,952
800,589,464,256,722,721,82,181,200,419;998,375,69,223,184,652,326,219,894,49
561,983,787,55,61,477,613,713,75,264;119,961,914,22,472,565,598,544,585,19
787,118,733,387,158,569,558,94,657,687;638,190,250,48,102,664,160,834,803,136
896,450,65,860,692,792,295,670,581,984;401,206,863,892,740,631,926,426,383,832
225,747,265,160,24,521,945,500,176,568;337,636,371,72,661,754,494,916,330,486
132,537,395,527,532,380,480,453,777,850;621,946,62,222,550,569,767,448,879,517
37,522,241,691,284,877,523,853,814,967;962,228,660,495,981,97,537,702,251,697
470,89,981,842,631,893,899,420,41,486;195,505,217,197,303,255,357,623,909,226
283,984,160,729,397,575,390,932,863,190;125,83,5,728,617,540,697,993,589,237
72,506,741,432,76,789,722,236,520,266;443,271,169,355,42,31,837,900,24,896
403,389,942,378,643,729,183,887,613,815;616,196,44,293,909,710,87,638,12,338
808,322,633,775,937,823,359,172,228,344;698,731,652,342,700,328,634,115,43,580
73,542,886,261,971,738,880,293,350,435;181,567,13,62,266,621,215,672,832,984
715,661,962,418,851,995,914,55,141,367;267,364,457,63,79,462,916,8,234,92
853,9,928,346,748,307,521,102,758,369;463,251,500,453,840,515,621,540,201,162
723,9,708,764,596,810,133,652,900,526;79,718,816,519,81,946,614,73,109,775
593,424,124,455,289,621,365,380,19,52;176,270,760,235,384,890,313,743,909,796
553,794,400,919,794,782,827,760,376,296;836,930,264,216,650,495,349,223,79,387
88,823,484,266,452,924,403,856,133,729;340,176,36,36,891,422,414,521,526,175
631,357,429,418,814,22,389,949,381,252;671,107,959,87,524,540,781,905,168,333
104,854,645,312,88,562,534,540,893,49;237,537,956,921,942,898,44,438,898,391
